UA101,cust5,2016-08-01
UA101,cust26,2016-08-01
SW116,cust39,2016-08-09
SW125,cust36,2016-08-03
UA101,cust67,2016-08-07
SW103,cust57,2016-08-07
SW108,cust71,2016-08-06
SW137,cust93,2016-08-06
SW110,cust16,2016-08-02
UA101,cust10,2016-08-06
UA101,cust32,2016-08-01
AA113,cust108,2016-08-08
SW106,cust6,2016-08-08
SW112,cust112,2016-08-06
AA131,cust18,2016-08-03
AA114,cust18,2016-08-09
SW108,cust91,2016-08-09
SW123,cust19,2016-08-02
UA101,cust34,2016-08-06
UA101,cust9,2016-08-02
SW102,cust121,2016-08-03
SW110,cust7,2016-08-01
SW118,cust5,2016-08-08
DL134,cust8,2016-08-06
UA101,cust2,2016-08-07
UA101,cust1,2016-08-06
UA105,cust3,2016-08-01
SW104,cust56,2016-08-05
SW102,cust1,2016-08-07
UA101,cust122,2016-08-03
SW118,cust29,2016-08-05
SW129,cust100,2016-08-09
UA101,cust9,2016-08-07
SW107,cust14,2016-08-07
UA101,cust1,2016-08-08
AA131,cust101,2016-08-09
SW103,cust17,2016-08-07
SW102,cust125,2016-08-09
UA101,cust71,2016-08-05
UA101,cust18,2016-08-06
SW118,cust1,2016-08-02
SW103,cust43,2016-08-08
SW103,cust0,2016-08-06
SW107,cust17,2016-08-05
SW104,cust37,2016-08-08
UA101,cust3,2016-08-03
UA101,cust79,2016-08-09
SW102,cust57,2016-08-03
SW102,cust82,2016-08-08
UA101,cust106,2016-08-04
UA101,cust83,2016-08-03
UA101,cust12,2016-08-05
UA101,cust29,2016-08-08
SW108,cust39,2016-08-06
UA135,cust3,2016-08-09
SW110,cust15,2016-08-08
SW120,cust48,2016-08-01
UA101,cust80,2016-08-04
DL119,cust65,2016-08-08
UA101,cust23,2016-08-02
UA101,cust56,2016-08-06
SW103,cust99,2016-08-09
SW126,cust66,2016-08-05
UA101,cust62,2016-08-06
AA127,cust30,2016-08-01
UA101,cust71,2016-08-07
UA101,cust58,2016-08-07
UA138,cust118,2016-08-07
UA105,cust118,2016-08-01
AA113,cust126,2016-08-02
SW125,cust31,2016-08-02
SW103,cust106,2016-08-01
UA101,cust45,2016-08-02
SW102,cust45,2016-08-01
SW118,cust105,2016-08-02
UA101,cust3,2016-08-07
SW137,cust37,2016-08-04
SW108,cust62,2016-08-05
SW111,cust119,2016-08-01
SW129,cust22,2016-08-07
SW116,cust13,2016-08-07
UA101,cust121,2016-08-01
DL119,cust33,2016-08-06
UA101,cust58,2016-08-01
SW102,cust75,2016-08-08
SW108,cust40,2016-08-09
SW120,cust69,2016-08-07
SW124,cust84,2016-08-01
SW103,cust2,2016-08-04
UA101,cust100,2016-08-02
SW136,cust6,2016-08-03
SW104,cust34,2016-08-04
SW116,cust6,2016-08-07
SW104,cust17,2016-08-06
DL119,cust81,2016-08-06
UA101,cust109,2016-08-08
AA109,cust36,2016-08-08
SW110,cust45,2016-08-08
SW102,cust54,2016-08-02
AA109,cust61,2016-08-05
UA101,cust11,2016-08-02
SW103,cust120,2016-08-07
SW103,cust27,2016-08-06
SW118,cust47,2016-08-07
AA114,cust40,2016-08-02
UA135,cust19,2016-08-06
SW106,cust52,2016-08-09
SW108,cust58,2016-08-06
SW108,cust43,2016-08-02
SW132,cust4,2016-08-05
DL121,cust108,2016-08-07
AA115,cust16,2016-08-06
UA101,cust52,2016-08-02
SW104,cust57,2016-08-01
AA113,cust84,2016-08-07
UA101,cust114,2016-08-07
UA101,cust47,2016-08-04
SW103,cust105,2016-08-09
UA101,cust2,2016-08-08
UA101,cust52,2016-08-03
UA101,cust44,2016-08-03
UA135,cust2,2016-08-06
AA131,cust45,2016-08-07
SW106,cust61,2016-08-01
AA113,cust89,2016-08-03
SW110,cust41,2016-08-04
DL119,cust127,2016-08-05
SW103,cust85,2016-08-03
AA131,cust9,2016-08-04
AA131,cust4,2016-08-08
UA101,cust19,2016-08-07
AA113,cust5,2016-08-07
SW123,cust49,2016-08-06
UA128,cust5,2016-08-03
SW104,cust45,2016-08-05
UA101,cust107,2016-08-02
AA109,cust69,2016-08-09
UA101,cust47,2016-08-08
SW118,cust22,2016-08-06
UA105,cust75,2016-08-06
SW116,cust4,2016-08-03
UA101,cust121,2016-08-07
SW102,cust6,2016-08-02
UA105,cust79,2016-08-02
UA135,cust57,2016-08-08
UA101,cust53,2016-08-06
DL121,cust58,2016-08-03
SW103,cust106,2016-08-05
UA101,cust7,2016-08-06
SW124,cust20,2016-08-08
AA127,cust51,2016-08-01
AA131,cust10,2016-08-05
SW106,cust6,2016-08-04
AA131,cust15,2016-08-03
UA101,cust95,2016-08-07
AA109,cust33,2016-08-09
SW103,cust106,2016-08-06
UA101,cust19,2016-08-05
UA105,cust59,2016-08-04
SW102,cust18,2016-08-08
UA101,cust71,2016-08-04
SW102,cust78,2016-08-02
UA101,cust5,2016-08-04
SW106,cust17,2016-08-09
UA101,cust111,2016-08-04
SW103,cust33,2016-08-03
SW102,cust88,2016-08-06
UA101,cust29,2016-08-06
DL134,cust94,2016-08-01
UA101,cust7,2016-08-02
SW106,cust30,2016-08-04
UA101,cust3,2016-08-05
UA101,cust10,2016-08-01
SW102,cust10,2016-08-03
AA130,cust77,2016-08-09
AA113,cust110,2016-08-04
SW103,cust99,2016-08-03
UA101,cust28,2016-08-04
UA105,cust84,2016-08-09
SW102,cust15,2016-08-07
SW102,cust94,2016-08-02
SW106,cust98,2016-08-01
UA117,cust23,2016-08-07
UA101,cust55,2016-08-05
SW126,cust60,2016-08-04
SW107,cust78,2016-08-08
UA101,cust101,2016-08-08
AA113,cust23,2016-08-09
SW118,cust107,2016-08-03
SW102,cust45,2016-08-03
UA117,cust85,2016-08-08
AA113,cust115,2016-08-01
AA130,cust86,2016-08-08
DL121,cust73,2016-08-08
SW108,cust81,2016-08-03
SW126,cust69,2016-08-08
UA101,cust48,2016-08-02
AA114,cust63,2016-08-08
SW108,cust74,2016-08-08
AA131,cust53,2016-08-02
UA135,cust23,2016-08-05
AA115,cust43,2016-08-06
SW102,cust8,2016-08-01
SW118,cust20,2016-08-01
UA101,cust112,2016-08-04
UA101,cust44,2016-08-02
SW120,cust58,2016-08-05
UA101,cust115,2016-08-04
UA101,cust90,2016-08-06
SW102,cust5,2016-08-09
DL140,cust46,2016-08-09
SW126,cust55,2016-08-07
UA101,cust42,2016-08-07
UA101,cust105,2016-08-06
SW107,cust94,2016-08-08
UA105,cust97,2016-08-06
UA101,cust97,2016-08-07
UA101,cust51,2016-08-04
UA101,cust61,2016-08-03
SW137,cust36,2016-08-05
SW120,cust20,2016-08-02
SW112,cust43,2016-08-01
AA113,cust13,2016-08-03
SW107,cust84,2016-08-03
SW133,cust28,2016-08-09
SW104,cust105,2016-08-05
AA109,cust103,2016-08-05
UA101,cust61,2016-08-04
DL121,cust22,2016-08-08
SW102,cust51,2016-08-05
UA105,cust16,2016-08-05
SW118,cust60,2016-08-05
SW110,cust66,2016-08-01
SW118,cust31,2016-08-07
UA101,cust33,2016-08-01
UA101,cust7,2016-08-04
SW124,cust108,2016-08-06
SW136,cust88,2016-08-07
UA101,cust44,2016-08-06
UA101,cust2,2016-08-05
SW104,cust11,2016-08-07
SW103,cust14,2016-08-01
SW124,cust88,2016-08-04
SW118,cust49,2016-08-08
SW125,cust66,2016-08-04
UA101,cust4,2016-08-01
SW111,cust48,2016-08-03
UA101,cust25,2016-08-05
UA101,cust101,2016-08-05
SW118,cust26,2016-08-09
SW129,cust99,2016-08-07
SW107,cust10,2016-08-09
UA101,cust22,2016-08-04
SW118,cust92,2016-08-03
UA101,cust17,2016-08-01
UA101,cust14,2016-08-09
UA101,cust54,2016-08-09
DL119,cust20,2016-08-03
SW102,cust1,2016-08-05
SW116,cust4,2016-08-04
SW110,cust4,2016-08-02
SW129,cust80,2016-08-02
UA105,cust29,2016-08-02
UA101,cust17,2016-08-02
UA101,cust24,2016-08-03
SW104,cust8,2016-08-08
SW108,cust13,2016-08-09
SW102,cust54,2016-08-01
SW102,cust12,2016-08-08
SW112,cust66,2016-08-07
SW123,cust8,2016-08-09
SW104,cust56,2016-08-04
SW125,cust63,2016-08-06
SW124,cust9,2016-08-05
UA101,cust91,2016-08-07
UA101,cust13,2016-08-05
AA109,cust30,2016-08-05
UA117,cust19,2016-08-03
UA138,cust95,2016-08-03
AA113,cust113,2016-08-07
SW112,cust82,2016-08-06
UA105,cust41,2016-08-05
SW103,cust76,2016-08-01
UA101,cust29,2016-08-09
SW103,cust109,2016-08-06
SW106,cust41,2016-08-03
SW133,cust55,2016-08-04
UA101,cust19,2016-08-04
SW110,cust103,2016-08-09
UA101,cust123,2016-08-09
SW122,cust19,2016-08-09
UA138,cust51,2016-08-09
AA115,cust14,2016-08-05
UA128,cust33,2016-08-05
SW107,cust55,2016-08-08
SW132,cust50,2016-08-02
UA101,cust12,2016-08-09
SW123,cust80,2016-08-07
UA101,cust8,2016-08-02
UA101,cust70,2016-08-01
AA114,cust108,2016-08-03
DL140,cust42,2016-08-03
AA114,cust21,2016-08-01
UA101,cust51,2016-08-06
UA101,cust116,2016-08-09
UA101,cust55,2016-08-01
SW102,cust79,2016-08-04
AA115,cust72,2016-08-04
SW102,cust97,2016-08-04
UA101,cust112,2016-08-01
AA127,cust109,2016-08-05
SW111,cust16,2016-08-03
SW102,cust11,2016-08-06
UA117,cust59,2016-08-03
SW102,cust92,2016-08-07
SW107,cust81,2016-08-04
SW108,cust81,2016-08-07
SW124,cust16,2016-08-01
SW107,cust34,2016-08-09
UA117,cust35,2016-08-06
SW108,cust25,2016-08-08
SW116,cust43,2016-08-07
UA138,cust5,2016-08-02
SW137,cust87,2016-08-03
UA138,cust31,2016-08-04
SW103,cust117,2016-08-03
SW129,cust83,2016-08-05
UA101,cust68,2016-08-05
UA101,cust77,2016-08-07
SW102,cust68,2016-08-02
AA113,cust123,2016-08-07
SW133,cust65,2016-08-01
UA101,cust27,2016-08-09
UA101,cust40,2016-08-07
AA114,cust76,2016-08-07
SW104,cust120,2016-08-01
SW103,cust47,2016-08-05
SW106,cust15,2016-08-01
SW107,cust83,2016-08-07
AA114,cust37,2016-08-01
SW132,cust39,2016-08-01
SW118,cust90,2016-08-08
SW126,cust68,2016-08-01
UA101,cust98,2016-08-05
UA101,cust124,2016-08-06
SW104,cust70,2016-08-02
UA101,cust109,2016-08-02
SW104,cust50,2016-08-01
AA114,cust125,2016-08-06
UA101,cust61,2016-08-08
UA105,cust56,2016-08-09
SW118,cust27,2016-08-05
SW107,cust101,2016-08-06
UA101,cust89,2016-08-04
UA101,cust15,2016-08-06
SW116,cust82,2016-08-02
SW106,cust46,2016-08-04
DL140,cust80,2016-08-01
SW132,cust14,2016-08-03
UA101,cust60,2016-08-03
SW111,cust48,2016-08-07
UA105,cust1,2016-08-09
SW111,cust125,2016-08-04
SW104,cust43,2016-08-03
UA101,cust14,2016-08-02
SW137,cust53,2016-08-04
UA105,cust66,2016-08-03
SW104,cust101,2016-08-02
AA115,cust7,2016-08-07
SW110,cust24,2016-08-04
UA105,cust76,2016-08-03
SW125,cust16,2016-08-08
SW102,cust92,2016-08-01
SW116,cust21,2016-08-03
UA101,cust16,2016-08-07
SW126,cust104,2016-08-01
UA101,cust61,2016-08-06
SW102,cust52,2016-08-01
SW104,cust30,2016-08-08
UA101,cust59,2016-08-01
AA130,cust38,2016-08-02
SW104,cust89,2016-08-08
SW103,cust72,2016-08-03
DL140,cust102,2016-08-09
AA115,cust97,2016-08-01
SW102,cust11,2016-08-09
UA117,cust112,2016-08-05
SW103,cust22,2016-08-03
SW106,cust125,2016-08-03
SW112,cust16,2016-08-09
SW103,cust33,2016-08-08
SW107,cust33,2016-08-04
UA101,cust66,2016-08-09
AA113,cust79,2016-08-07
UA105,cust122,2016-08-07
AA109,cust116,2016-08-06
UA101,cust39,2016-08-02
AA114,cust88,2016-08-02
SW125,cust78,2016-08-07
SW104,cust56,2016-08-08
SW110,cust1,2016-08-04
UA101,cust85,2016-08-09
UA101,cust39,2016-08-08
SW110,cust42,2016-08-04
SW120,cust50,2016-08-07
SW124,cust55,2016-08-02
UA101,cust29,2016-08-07
UA101,cust97,2016-08-02
DL121,cust21,2016-08-09
SW103,cust21,2016-08-05
SW118,cust72,2016-08-05
UA101,cust29,2016-08-01
SW118,cust17,2016-08-03
SW123,cust89,2016-08-05
AA109,cust87,2016-08-09
SW103,cust70,2016-08-06
SW107,cust68,2016-08-07
SW126,cust18,2016-08-05
AA109,cust78,2016-08-01
SW103,cust36,2016-08-04
SW108,cust36,2016-08-07
SW110,cust8,2016-08-03
UA101,cust95,2016-08-09
SW102,cust117,2016-08-09
UA101,cust110,2016-08-09
SW104,cust88,2016-08-05
DL119,cust73,2016-08-05
UA101,cust70,2016-08-05
AA109,cust46,2016-08-03
SW106,cust34,2016-08-08
SW123,cust14,2016-08-06
UA101,cust82,2016-08-07
UA101,cust119,2016-08-04
DL134,cust96,2016-08-03
SW107,cust124,2016-08-07
AA130,cust93,2016-08-03
AA131,cust43,2016-08-05
UA101,cust40,2016-08-04
UA138,cust11,2016-08-05
UA105,cust123,2016-08-08
UA101,cust38,2016-08-04
UA101,cust48,2016-08-05
SW106,cust18,2016-08-01
SW104,cust41,2016-08-01
UA101,cust29,2016-08-03
UA101,cust92,2016-08-08
SW120,cust100,2016-08-04
SW116,cust77,2016-08-05
SW126,cust9,2016-08-06
SW136,cust12,2016-08-06
UA101,cust119,2016-08-08
UA101,cust103,2016-08-06
UA101,cust122,2016-08-01
SW111,cust99,2016-08-02
SW107,cust48,2016-08-09
SW116,cust52,2016-08-05
SW107,cust28,2016-08-08
DL119,cust62,2016-08-07
SW102,cust125,2016-08-08
SW106,cust4,2016-08-06
DL121,cust44,2016-08-05
SW102,cust60,2016-08-08
AA109,cust82,2016-08-09
SW106,cust49,2016-08-03
AA113,cust58,2016-08-08
SW104,cust109,2016-08-07
AA127,cust27,2016-08-04
AA131,cust88,2016-08-09
UA101,cust51,2016-08-03
UA101,cust59,2016-08-08
SW108,cust24,2016-08-07
UA101,cust54,2016-08-05
UA101,cust25,2016-08-07
DL134,cust67,2016-08-05
UA117,cust77,2016-08-06
SW102,cust123,2016-08-03
UA101,cust75,2016-08-03
SW107,cust103,2016-08-04
AA131,cust120,2016-08-02
UA101,cust123,2016-08-04
SW107,cust115,2016-08-08
SW102,cust7,2016-08-03
SW102,cust37,2016-08-06
SW137,cust105,2016-08-08
UA101,cust118,2016-08-03
SW102,cust28,2016-08-06
DL140,cust66,2016-08-06
SW110,cust101,2016-08-07
SW107,cust113,2016-08-06
UA101,cust83,2016-08-01
SW106,cust41,2016-08-07
UA101,cust67,2016-08-06
SW103,cust69,2016-08-05
UA101,cust35,2016-08-05
SW116,cust65,2016-08-09
UA135,cust25,2016-08-03
AA131,cust86,2016-08-06
AA131,cust64,2016-08-07
UA101,cust74,2016-08-05
SW102,cust13,2016-08-06
AA131,cust82,2016-08-01
SW103,cust76,2016-08-05
AA113,cust41,2016-08-02
SW102,cust110,2016-08-02
UA101,cust25,2016-08-01
UA101,cust94,2016-08-04
DL121,cust43,2016-08-09
SW106,cust27,2016-08-01
DL119,cust8,2016-08-07
SW102,cust3,2016-08-02
UA101,cust65,2016-08-05
UA101,cust58,2016-08-09
UA101,cust25,2016-08-09
SW125,cust126,2016-08-03
SW122,cust123,2016-08-05
SW106,cust37,2016-08-02
DL121,cust91,2016-08-08
UA101,cust25,2016-08-04
SW102,cust10,2016-08-07
SW123,cust96,2016-08-02
SW107,cust102,2016-08-06
UA117,cust35,2016-08-09
UA138,cust4,2016-08-09
UA101,cust40,2016-08-06
SW102,cust21,2016-08-02
SW123,cust106,2016-08-09
UA101,cust15,2016-08-04
UA101,cust32,2016-08-08
UA101,cust120,2016-08-09
DL119,cust107,2016-08-04
UA101,cust6,2016-08-01
AA109,cust86,2016-08-04
SW102,cust86,2016-08-02
AA109,cust49,2016-08-09
UA101,cust9,2016-08-08
UA101,cust45,2016-08-06
SW118,cust102,2016-08-02
SW104,cust73,2016-08-07
SW102,cust122,2016-08-04
UA101,cust56,2016-08-07
UA105,cust94,2016-08-05
SW102,cust112,2016-08-03
SW104,cust15,2016-08-02
SW102,cust101,2016-08-03
SW129,cust42,2016-08-06
SW102,cust79,2016-08-06
UA101,cust72,2016-08-06
UA101,cust12,2016-08-03
SW136,cust86,2016-08-01
DL140,cust47,2016-08-09
SW118,cust26,2016-08-02
DL121,cust47,2016-08-01
SW124,cust88,2016-08-03
UA101,cust64,2016-08-08
SW116,cust59,2016-08-09
SW102,cust102,2016-08-01
UA101,cust30,2016-08-06
SW106,cust111,2016-08-07
UA101,cust126,2016-08-04
UA105,cust99,2016-08-01
SW104,cust96,2016-08-01
UA101,cust25,2016-08-02
SW125,cust7,2016-08-09
SW102,cust106,2016-08-02
AA113,cust69,2016-08-03
UA101,cust74,2016-08-06
SW116,cust55,2016-08-03
SW124,cust28,2016-08-01
SW112,cust64,2016-08-06
DL134,cust46,2016-08-08
AA113,cust38,2016-08-09
SW123,cust46,2016-08-05
AA127,cust30,2016-08-02
SW108,cust54,2016-08-03
AA113,cust52,2016-08-06
UA101,cust35,2016-08-08
SW111,cust83,2016-08-09
UA128,cust100,2016-08-01
UA101,cust67,2016-08-09
SW102,cust20,2016-08-09
AA130,cust102,2016-08-05
SW123,cust113,2016-08-09
UA101,cust81,2016-08-01
SW137,cust39,2016-08-04
SW102,cust104,2016-08-06
UA117,cust71,2016-08-01
SW123,cust105,2016-08-04
SW102,cust61,2016-08-02
UA101,cust100,2016-08-06
SW123,cust122,2016-08-08
SW106,cust27,2016-08-03
AA113,cust66,2016-08-08
SW126,cust110,2016-08-08
SW102,cust32,2016-08-05
UA101,cust127,2016-08-06
UA101,cust85,2016-08-06
SW104,cust90,2016-08-03
SW118,cust34,2016-08-05
UA101,cust36,2016-08-01
SW106,cust50,2016-08-03
UA105,cust74,2016-08-07
UA128,cust122,2016-08-05
SW108,cust76,2016-08-08
SW118,cust114,2016-08-02
UA101,cust104,2016-08-09
UA101,cust107,2016-08-01
UA101,cust99,2016-08-06
AA115,cust41,2016-08-09
SW107,cust32,2016-08-03
SW111,cust31,2016-08-06
UA101,cust77,2016-08-04
UA117,cust61,2016-08-09
SW107,cust11,2016-08-04
SW103,cust10,2016-08-08
AA113,cust76,2016-08-04
SW132,cust114,2016-08-08
UA101,cust12,2016-08-02
SW108,cust15,2016-08-09
SW110,cust108,2016-08-04
SW118,cust112,2016-08-02
SW104,cust104,2016-08-03
SW123,cust24,2016-08-08
SW126,cust42,2016-08-02
UA101,cust50,2016-08-04
SW107,cust4,2016-08-07
DL119,cust78,2016-08-05
AA127,cust77,2016-08-01
UA101,cust10,2016-08-04
UA105,cust28,2016-08-02
SW107,cust114,2016-08-04
UA101,cust50,2016-08-05
DL119,cust108,2016-08-01
UA101,cust8,2016-08-04
SW104,cust38,2016-08-01
DL119,cust33,2016-08-02
UA101,cust53,2016-08-07
SW122,cust92,2016-08-05
UA135,cust67,2016-08-08
UA101,cust26,2016-08-04
